"genus","species","pa","ny","total","pa.pc","ny.pc"
"Lamium","Lamium amplexicaule",263,678,941,27.9489904357067,72.0510095642933
"Lamium","Lamium galeobdolon",427,178,605,70.5785123966942,29.4214876033058
"Lamium","Lamium maculatum",69,59,128,53.90625,46.09375
"Lamium","Lamium purpureum",1744,2112,3856,45.2282157676349,54.7717842323651
"Lamprocapnos","Lamprocapnos spectabilis",98,141,239,41.0041841004184,58.9958158995816
"Laportea","Laportea canadensis",260,237,497,52.3138832997988,47.6861167002012
"Lapsana","Lapsana communis",175,414,589,29.7113752122241,70.2886247877759
"Larix","Larix decidua",5,16,21,23.8095238095238,76.1904761904762
"Larix","Larix laricina",26,165,191,13.6125654450262,86.3874345549738
"Lathyrus","Lathyrus latifolius",208,304,512,40.625,59.375
"Lathyrus","Lathyrus oleraceus",6,16,22,27.2727272727273,72.7272727272727
"Lathyrus","Lathyrus sylvestris",45,69,114,39.4736842105263,60.5263157894737
"Lathyrus","Lathyrus tuberosus",1,6,7,14.2857142857143,85.7142857142857
"Lathyrus","Lathyrus venosus",3,0,3,100,0
"Lavandula","Lavandula angustifolia",1,0,1,100,0
"Leersia","Leersia oryzoides",11,31,42,26.1904761904762,73.8095238095238
"Leersia","Leersia virginica",15,16,31,48.3870967741936,51.6129032258064
"Lemna","Lemna minor",51,91,142,35.9154929577465,64.0845070422535
"Lemna","Lemna trisulca",6,14,20,30,70
"Leonurus","Leonurus cardiaca",336,1066,1402,23.9657631954351,76.0342368045649
"Leonurus","Leonurus japonicus",1,1,2,50,50
"Lepidium","Lepidium campestre",75,71,146,51.3698630136986,48.6301369863014
"Lepidium","Lepidium densiflorum",1,11,12,8.33333333333333,91.6666666666667
"Lepidium","Lepidium didymum",14,146,160,8.75,91.25
"Lepidium","Lepidium draba",1,5,6,16.6666666666667,83.3333333333333
"Lepidium","Lepidium ruderale",1,1,2,50,50
"Lepidium","Lepidium virginicum",43,309,352,12.2159090909091,87.7840909090909
"Leptodictyum","Leptodictyum riparium",1,1,2,50,50
"Lespedeza","Lespedeza bicolor",21,12,33,63.6363636363636,36.3636363636364
"Lespedeza","Lespedeza capitata",58,176,234,24.7863247863248,75.2136752136752
"Lespedeza","Lespedeza cuneata",109,69,178,61.2359550561798,38.7640449438202
"Lespedeza","Lespedeza hirta",21,60,81,25.9259259259259,74.0740740740741
"Lespedeza","Lespedeza procumbens",4,20,24,16.6666666666667,83.3333333333333
"Lespedeza","Lespedeza repens",6,2,8,75,25
"Lespedeza","Lespedeza thunbergii",2,0,2,100,0
"Lespedeza","Lespedeza violacea",9,24,33,27.2727272727273,72.7272727272727
"Lespedeza","Lespedeza virginica",20,44,64,31.25,68.75
"Leucanthemum","Leucanthemum maximum",4,10,14,28.5714285714286,71.4285714285714
"Leucanthemum","Leucanthemum vulgare",500,629,1129,44.2869796279894,55.7130203720106
"Leucobryum","Leucobryum albidum",2,1,3,66.6666666666667,33.3333333333333
"Leucobryum","Leucobryum glaucum",39,66,105,37.1428571428571,62.8571428571429
"Leucojum","Leucojum aestivum",45,59,104,43.2692307692308,56.7307692307692
"Leucojum","Leucojum vernum",1,0,1,100,0
"Leucospora","Leucospora multifida",2,6,8,25,75
"Leucothoe","Leucothoe fontanesiana",4,43,47,8.51063829787234,91.4893617021277
"Liatris","Liatris spicata",59,28,87,67.816091954023,32.183908045977
"Ligularia","Ligularia dentata",3,0,3,100,0
"Ligustrum","Ligustrum japonicum",1,0,1,100,0
"Ligustrum","Ligustrum obtusifolium",681,398,1079,63.1139944392956,36.8860055607044
"Ligustrum","Ligustrum ovalifolium",12,74,86,13.953488372093,86.046511627907
"Ligustrum","Ligustrum sinense",5,5,10,50,50
"Ligustrum","Ligustrum vulgare",23,41,64,35.9375,64.0625
"Lilium","Lilium canadense",55,89,144,38.1944444444444,61.8055555555556
"Lilium","Lilium candidum",11,0,11,100,0
"Lilium","Lilium lancifolium",47,41,88,53.4090909090909,46.5909090909091
"Lilium","Lilium philadelphicum",27,67,94,28.7234042553191,71.2765957446808
"Lilium","Lilium superbum",91,17,108,84.2592592592593,15.7407407407407
"Linaria","Linaria maroccana",7,1,8,87.5,12.5
"Linaria","Linaria vulgaris",494,866,1360,36.3235294117647,63.6764705882353
"Lindera","Lindera benzoin",1351,1251,2602,51.9215987701768,48.0784012298232
"Lindernia","Lindernia dubia",32,54,86,37.2093023255814,62.7906976744186
"Linum","Linum grandiflorum",14,12,26,53.8461538461538,46.1538461538462
"Linum","Linum perenne",2,3,5,40,60
"Linum","Linum usitatissimum",3,2,5,60,40
"Liparis","Liparis liliifolia",3,0,3,100,0
"Liquidambar","Liquidambar styraciflua",611,1050,1661,36.7850692354004,63.2149307645996
"Liriodendron","Liriodendron tulipifera",1927,1546,3473,55.485171321624,44.514828678376
"Liriope","Liriope muscari",8,23,31,25.8064516129032,74.1935483870968
"Liriope","Liriope spicata",8,0,8,100,0
"Lithospermum","Lithospermum canescens",2,0,2,100,0
"Lithospermum","Lithospermum latifolium",3,2,5,60,40
"Lobelia","Lobelia cardinalis",470,560,1030,45.631067961165,54.368932038835
"Lobelia","Lobelia erinus",1,1,2,50,50
"Lobelia","Lobelia inflata",476,439,915,52.0218579234973,47.9781420765027
"Lobelia","Lobelia siphilitica",676,608,1284,52.6479750778816,47.3520249221184
"Lobelia","Lobelia speciosa",1,0,1,100,0
"Lobelia","Lobelia spicata",43,36,79,54.4303797468354,45.5696202531646
"Lobularia","Lobularia maritima",79,94,173,45.6647398843931,54.3352601156069
"Lolium","Lolium arundinaceum",31,7,38,81.578947368421,18.421052631579
"Lolium","Lolium boucheanum",2,5,7,28.5714285714286,71.4285714285714
"Lolium","Lolium perenne",7,42,49,14.2857142857143,85.7142857142857
"Lonicera","Lonicera bella",6,10,16,37.5,62.5
"Lonicera","Lonicera canadensis",16,104,120,13.3333333333333,86.6666666666667
"Lonicera","Lonicera dioica",21,67,88,23.8636363636364,76.1363636363636
"Lonicera","Lonicera fragrantissima",29,47,76,38.1578947368421,61.8421052631579
"Lonicera","Lonicera japonica",905,1083,1988,45.523138832998,54.476861167002
"Lonicera","Lonicera maackii",1484,569,2053,72.2844617632733,27.7155382367267
"Lonicera","Lonicera morrowii",125,169,294,42.5170068027211,57.4829931972789
"Lonicera","Lonicera sempervirens",53,41,94,56.3829787234043,43.6170212765957
"Lonicera","Lonicera tatarica",10,27,37,27.027027027027,72.972972972973
"Lophocolea","Lophocolea heterophylla",6,9,15,40,60
"Lorinseria","Lorinseria areolata",26,79,105,24.7619047619048,75.2380952380952
"Lotus","Lotus corniculatus",600,1320,1920,31.25,68.75
"Lotus","Lotus pedunculatus",1,0,1,100,0
"Lotus","Lotus tenuis",10,130,140,7.14285714285714,92.8571428571429
"Ludwigia","Ludwigia alternifolia",62,15,77,80.5194805194805,19.4805194805195
"Ludwigia","Ludwigia palustris",13,49,62,20.9677419354839,79.0322580645161
"Ludwigia","Ludwigia peploides",26,16,42,61.9047619047619,38.0952380952381
"Lunaria","Lunaria annua",128,188,316,40.5063291139241,59.493670886076
"Lunularia","Lunularia cruciata",10,6,16,62.5,37.5
"Lupinus","Lupinus polyphyllus",19,61,80,23.75,76.25
"Luzula","Luzula acuminata",20,24,44,45.4545454545455,54.5454545454545
"Luzula","Luzula echinata",1,2,3,33.3333333333333,66.6666666666667
"Luzula","Luzula multiflora",4,24,28,14.2857142857143,85.7142857142857
"Lycium","Lycium barbarum",7,31,38,18.421052631579,81.578947368421
"Lycopodiella","Lycopodiella alopecuroides",1,0,1,100,0
"Lycopodiella","Lycopodiella inundata",3,12,15,20,80
"Lycopodium","Lycopodium clavatum",83,126,209,39.7129186602871,60.2870813397129
"Lycopus","Lycopus americanus",10,27,37,27.027027027027,72.972972972973
"Lycopus","Lycopus europaeus",11,53,64,17.1875,82.8125
"Lycopus","Lycopus uniflorus",21,36,57,36.8421052631579,63.1578947368421
"Lycopus","Lycopus virginicus",6,5,11,54.5454545454545,45.4545454545455
"Lycoris","Lycoris squamigera",36,14,50,72,28
"Lygodium","Lygodium palmatum",23,0,23,100,0
"Lyonia","Lyonia ligustrina",52,43,95,54.7368421052632,45.2631578947368
"Lyonia","Lyonia mariana",1,28,29,3.44827586206897,96.551724137931
"Lysimachia","Lysimachia arvensis",222,189,411,54.014598540146,45.985401459854
"Lysimachia","Lysimachia borealis",174,442,616,28.2467532467532,71.7532467532468
"Lysimachia","Lysimachia ciliata",308,422,730,42.1917808219178,57.8082191780822
"Lysimachia","Lysimachia clethroides",231,241,472,48.9406779661017,51.0593220338983
"Lysimachia","Lysimachia hybrida",1,4,5,20,80
"Lysimachia","Lysimachia lanceolata",3,1,4,75,25
"Lysimachia","Lysimachia nummularia",429,655,1084,39.5756457564576,60.4243542435424
"Lysimachia","Lysimachia punctata",84,124,208,40.3846153846154,59.6153846153846
"Lysimachia","Lysimachia quadrifolia",196,395,591,33.1641285956007,66.8358714043993
"Lysimachia","Lysimachia terrestris",32,138,170,18.8235294117647,81.1764705882353
"Lysimachia","Lysimachia thyrsiflora",4,27,31,12.9032258064516,87.0967741935484
"Lysimachia","Lysimachia vulgaris",27,36,63,42.8571428571429,57.1428571428571
"Lythrum","Lythrum hyssopifolia",2,1,3,66.6666666666667,33.3333333333333
"Lythrum","Lythrum salicaria",691,1499,2190,31.5525114155251,68.4474885844749
"Macleaya","Macleaya cordata",49,50,99,49.4949494949495,50.5050505050505
"Maclura","Maclura pomifera",280,244,524,53.4351145038168,46.5648854961832
"Magnolia","Magnolia acuminata",187,98,285,65.6140350877193,34.3859649122807
"Magnolia","Magnolia kobus",5,1,6,83.3333333333333,16.6666666666667
"Magnolia","Magnolia macrophylla",19,89,108,17.5925925925926,82.4074074074074
"Magnolia","Magnolia tripetala",231,74,305,75.7377049180328,24.2622950819672
"Magnolia","Magnolia virginiana",107,78,185,57.8378378378378,42.1621621621622
"Mahonia","Mahonia aquifolium",28,40,68,41.1764705882353,58.8235294117647
"Mahonia","Mahonia bealei",103,81,184,55.9782608695652,44.0217391304348
"Maianthemum","Maianthemum canadense",573,1180,1753,32.686822589846,67.313177410154
"Maianthemum","Maianthemum racemosum",774,1236,2010,38.5074626865672,61.4925373134328
"Maianthemum","Maianthemum stellatum",19,90,109,17.4311926605505,82.5688073394495
"Maianthemum","Maianthemum trifolium",1,13,14,7.14285714285714,92.8571428571429
"Malus","Malus angustifolia",2,0,2,100,0
"Malus","Malus baccata",3,11,14,21.4285714285714,78.5714285714286
"Malus","Malus coronaria",10,6,16,62.5,37.5
"Malus","Malus domestica",44,59,103,42.7184466019417,57.2815533980583
"Malus","Malus floribunda",1,7,8,12.5,87.5
"Malus","Malus toringo",3,21,24,12.5,87.5
"Malva","Malva alcea",3,11,14,21.4285714285714,78.5714285714286
"Malva","Malva moschata",28,60,88,31.8181818181818,68.1818181818182
"Malva","Malva neglecta",74,450,524,14.1221374045802,85.8778625954198
"Malva","Malva parviflora",2,2,4,50,50
"Malva","Malva pusilla",6,1,7,85.7142857142857,14.2857142857143
"Malva","Malva sylvestris",16,14,30,53.3333333333333,46.6666666666667
"Malva","Malva trimestris",7,3,10,70,30
"Marchantia","Marchantia polymorpha",95,237,332,28.6144578313253,71.3855421686747
"Marrubium","Marrubium vulgare",9,1,10,90,10
"Marshallia","Marshallia pulchra",5,0,5,100,0
"Matricaria","Matricaria chamomilla",7,5,12,58.3333333333333,41.6666666666667
"Matricaria","Matricaria discoidea",113,376,489,23.1083844580777,76.8916155419223
"Matteuccia","Matteuccia struthiopteris",395,484,879,44.9374288964733,55.0625711035267
"Mazus","Mazus miquelii",12,15,27,44.4444444444444,55.5555555555556
"Mazus","Mazus pumilus",78,343,421,18.5273159144893,81.4726840855107
"Medeola","Medeola virginiana",405,347,752,53.8563829787234,46.1436170212766
"Medicago","Medicago lupulina",284,622,906,31.3465783664459,68.6534216335541
"Medicago","Medicago sativa",36,90,126,28.5714285714286,71.4285714285714
"Melampyrum","Melampyrum lineare",71,140,211,33.6492890995261,66.3507109004739
"Melanthium","Melanthium hybridum",29,0,29,100,0
"Melanthium","Melanthium virginicum",5,0,5,100,0
"Melilotus","Melilotus albus",221,520,741,29.8245614035088,70.1754385964912
"Melilotus","Melilotus officinalis",234,296,530,44.1509433962264,55.8490566037736
"Melissa","Melissa officinalis",282,341,623,45.2648475120385,54.7351524879615
"Menispermum","Menispermum canadense",139,217,356,39.0449438202247,60.9550561797753
"Mentha","Mentha aquatica",18,3,21,85.7142857142857,14.2857142857143
"Mentha","Mentha arvensis",9,18,27,33.3333333333333,66.6666666666667
"Mentha","Mentha canadensis",8,28,36,22.2222222222222,77.7777777777778
"Mentha","Mentha piperita",9,23,32,28.125,71.875
"Mentha","Mentha spicata",18,23,41,43.9024390243902,56.0975609756098
"Mentha","Mentha suaveolens",10,8,18,55.5555555555556,44.4444444444444
"Menyanthes","Menyanthes trifoliata",3,27,30,10,90
"Mertensia","Mertensia virginica",798,487,1285,62.1011673151751,37.8988326848249
"Metasequoia","Metasequoia glyptostroboides",7,2,9,77.7777777777778,22.2222222222222
"Metzgeria","Metzgeria furcata",1,2,3,33.3333333333333,66.6666666666667
"Micranthes","Micranthes micranthidifolia",37,0,37,100,0
"Micranthes","Micranthes pensylvanica",27,45,72,37.5,62.5
"Micranthes","Micranthes virginiensis",276,256,532,51.8796992481203,48.1203007518797
"Microstegium","Microstegium vimineum",815,366,1181,69.0093141405588,30.9906858594412
"Mikania","Mikania scandens",22,60,82,26.8292682926829,73.1707317073171
"Milium","Milium effusum",3,0,3,100,0
"Mimulus","Mimulus alatus",33,24,57,57.8947368421053,42.1052631578947
"Mimulus","Mimulus ringens",411,248,659,62.3672230652504,37.6327769347496
"Mirabilis","Mirabilis albida",1,0,1,100,0
"Mirabilis","Mirabilis jalapa",56,130,186,30.1075268817204,69.8924731182796
"Mirabilis","Mirabilis nyctaginea",23,203,226,10.1769911504425,89.8230088495575
"Miscanthus","Miscanthus sinensis",85,57,142,59.8591549295775,40.1408450704225
"Mitchella","Mitchella repens",776,1128,1904,40.7563025210084,59.2436974789916
"Mitella","Mitella diphylla",150,149,299,50.1672240802676,49.8327759197324
"Mnium","Mnium hornum",1,3,4,25,75
"Moehringia","Moehringia lateriflora",1,12,13,7.69230769230769,92.3076923076923
"Mollugo","Mollugo verticillata",100,296,396,25.2525252525253,74.7474747474748
"Moluccella","Moluccella laevis",1,1,2,50,50
"Monarda","Monarda citriodora",2,3,5,40,60
"Monarda","Monarda clinopodia",27,0,27,100,0
"Monarda","Monarda didyma",394,310,704,55.9659090909091,44.0340909090909
"Monarda","Monarda fistulosa",597,754,1351,44.1894892672095,55.8105107327905
"Monarda","Monarda media",2,0,2,100,0
"Monarda","Monarda punctata",32,150,182,17.5824175824176,82.4175824175824
"Mononeuria","Mononeuria patula",2,0,2,100,0
"Monotropa","Monotropa uniflora",998,1450,2448,40.7679738562092,59.2320261437908
"Morella","Morella pensylvanica",13,493,506,2.56916996047431,97.4308300395257
"Morus","Morus alba",161,964,1125,14.3111111111111,85.6888888888889
"Morus","Morus indica",1,28,29,3.44827586206897,96.551724137931
"Morus","Morus nigra",1,1,2,50,50
"Morus","Morus rubra",32,42,74,43.2432432432432,56.7567567567568
"Muhlenbergia","Muhlenbergia capillaris",1,4,5,20,80
"Muhlenbergia","Muhlenbergia schreberi",12,21,33,36.3636363636364,63.6363636363636
"Muhlenbergia","Muhlenbergia tenuiflora",1,1,2,50,50
"Mummenhoffia","Mummenhoffia alliacea",254,77,331,76.7371601208459,23.2628398791541
"Muscari","Muscari armeniacum",11,13,24,45.8333333333333,54.1666666666667
"Muscari","Muscari botryoides",66,36,102,64.7058823529412,35.2941176470588
"Muscari","Muscari neglectum",13,29,42,30.952380952381,69.047619047619
"Mycelis","Mycelis muralis",8,78,86,9.30232558139535,90.6976744186046
"Myosotis","Myosotis arvensis",12,19,31,38.7096774193548,61.2903225806452
"Myosotis","Myosotis discolor",1,8,9,11.1111111111111,88.8888888888889
"Myosotis","Myosotis laxa",3,3,6,50,50
"Myosotis","Myosotis macrosperma",1,0,1,100,0
"Myosotis","Myosotis scorpioides",86,105,191,45.0261780104712,54.9738219895288
"Myosotis","Myosotis stricta",9,71,80,11.25,88.75
"Myosotis","Myosotis sylvatica",9,33,42,21.4285714285714,78.5714285714286
"Myosotis","Myosotis verna",3,2,5,60,40
"Myrica","Myrica gale",2,50,52,3.84615384615385,96.1538461538462
"Myriophyllum","Myriophyllum aquaticum",8,30,38,21.0526315789474,78.9473684210526
"Myriophyllum","Myriophyllum humile",1,2,3,33.3333333333333,66.6666666666667
"Myriophyllum","Myriophyllum sibiricum",2,3,5,40,60
"Myriophyllum","Myriophyllum spicatum",50,60,110,45.4545454545455,54.5454545454545
"Myriopteris","Myriopteris lanosa",6,0,6,100,0
"Myrrhis","Myrrhis odorata",2,2,4,50,50
"Nabalus","Nabalus albus",6,12,18,33.3333333333333,66.6666666666667
"Nabalus","Nabalus altissima",27,24,51,52.9411764705882,47.0588235294118
"Nabalus","Nabalus crepidineus",18,0,18,100,0
"Nabalus","Nabalus serpentarius",10,1,11,90.9090909090909,9.09090909090909
"Nabalus","Nabalus trifoliolatus",4,16,20,20,80
"Najas","Najas minor",10,12,22,45.4545454545455,54.5454545454545
"Nandina","Nandina domestica",4,6,10,40,60
"Narcissus","Narcissus medioluteus",1,0,1,100,0
"Narcissus","Narcissus poeticus",32,40,72,44.4444444444444,55.5555555555556
"Narcissus","Narcissus pseudonarcissus",32,31,63,50.7936507936508,49.2063492063492
"Nasturtium","Nasturtium officinale",67,66,133,50.3759398496241,49.6240601503759
"Neckera","Neckera pennata",2,18,20,10,90
"Neillia","Neillia incisa",2,7,9,22.2222222222222,77.7777777777778
"Nelumbo","Nelumbo lutea",37,4,41,90.2439024390244,9.75609756097561
"Nelumbo","Nelumbo nucifera",2,15,17,11.7647058823529,88.2352941176471
"Nemophila","Nemophila maculata",5,2,7,71.4285714285714,28.5714285714286
"Neottia","Neottia ovata",1,0,1,100,0
"Nepeta","Nepeta cataria",224,225,449,49.8886414253898,50.1113585746102
"Netrium","Netrium digitus",1,1,2,50,50
"Nicandra","Nicandra physalodes",3,2,5,60,40
"Nicotiana","Nicotiana rustica",1,0,1,100,0
"Nicotiana","Nicotiana sanderi",1,1,2,50,50
"Nicotiana","Nicotiana sylvestris",5,49,54,9.25925925925926,90.7407407407407
"Nigella","Nigella damascena",33,21,54,61.1111111111111,38.8888888888889
"Nipponanthemum","Nipponanthemum nipponicum",18,205,223,8.07174887892377,91.9282511210762
"Noccaea","Noccaea perfoliata",18,2,20,90,10
"Notothylas","Notothylas orbicularis",1,1,2,50,50
"Nowellia","Nowellia curvifolia",8,14,22,36.3636363636364,63.6363636363636
"Nuphar","Nuphar advena",60,96,156,38.4615384615385,61.5384615384615
"Nuphar","Nuphar variegata",3,57,60,5,95
"Nuttallanthus","Nuttallanthus canadensis",24,152,176,13.6363636363636,86.3636363636364
"Nymphaea","Nymphaea odorata",165,424,589,28.0135823429542,71.9864176570458
"Nymphoides","Nymphoides peltata",6,32,38,15.7894736842105,84.2105263157895
"Nyssa","Nyssa sylvatica",381,242,623,61.1556982343499,38.8443017656501
"Obolaria","Obolaria virginica",62,0,62,100,0
"Oclemena","Oclemena acuminata",91,212,303,30.03300330033,69.96699669967
"Oenanthe","Oenanthe javanica",4,1,5,80,20
"Oenothera","Oenothera argillicola",39,0,39,100,0
"Oenothera","Oenothera biennis",281,675,956,29.3933054393305,70.6066945606695
"Oenothera","Oenothera fruticosa",21,215,236,8.89830508474576,91.1016949152542
"Oenothera","Oenothera gaura",55,15,70,78.5714285714286,21.4285714285714
"Oenothera","Oenothera laciniata",2,9,11,18.1818181818182,81.8181818181818
"Oenothera","Oenothera lindheimeri",1,9,10,10,90
"Oenothera","Oenothera parviflora",7,14,21,33.3333333333333,66.6666666666667
"Oenothera","Oenothera perennis",7,4,11,63.6363636363636,36.3636363636364
"Oenothera","Oenothera pilosella",2,2,4,50,50
"Oenothera","Oenothera speciosa",23,20,43,53.4883720930233,46.5116279069767
"Oenothera","Oenothera tetragona",5,0,5,100,0
"Onoclea","Onoclea sensibilis",1772,2438,4210,42.0902612826603,57.9097387173397
"Onopordum","Onopordum acanthium",4,8,12,33.3333333333333,66.6666666666667
"Oophila","Oophila amblystomatis",1,6,7,14.2857142857143,85.7142857142857
"Ophioglossum","Ophioglossum vulgatum",9,0,9,100,0
"Opuntia","Opuntia humifusa",5,231,236,2.11864406779661,97.8813559322034
